<<<<<<< HEAD
name,business_vintage_years,business_type,city_tier,annual_revenue,net_profit_margin,cashflow_stability,owner_income,owner_cibil,past_defaults,existing_loan_emi,dti,industry_risk,collateral_value,collateral_flag,requested_amount,loan_tenure_years,loan_status,approved_amount,interest_rate
Kiran Khan,14,Retail,Metro,8889891,0.309,0.364,58839,670,0,21250,0.361,0.207,46635525,1,2126307,4,0,0,
Mohit Verma,1,Manufacturing,Rural,28061662,0.153,0.353,74852,849,0,25517,0.341,0.36,27212698,1,4505958,4,1,3621147,13.04
Sarthak Verma,9,IT,Metro,46839661,0.064,0.229,96841,649,0,25868,0.267,0.458,10014101,1,10625542,3,1,8521557,13.35
Yash Yadav,11,Trading,Rural,34953475,0.029,0.578,44337,739,0,10521,0.237,0.928,30839180,1,5148913,4,1,4003701,15.01
Amit Khan,1,IT,Rural,28718028,0.269,0.652,73324,758,0,26171,0.357,0.994,37144075,1,3079114,5,1,2399465,15.19
Ritika Verma,9,Manufacturing,Urban,5310236,0.225,0.253,52497,745,0,3892,0.074,0.14,36895870,1,1057868,7,1,823064,12.64
Sarthak Khan,13,IT,Urban,30942858,0.252,0.82,99876,709,0,3155,0.032,0.785,26072451,1,8727295,7,1,7460018,13.81
Suresh Khan,3,IT,Urban,49507666,0.09,0.563,31920,712,0,3058,0.096,0.435,3422936,1,13975266,5,1,11752110,12.9
Meera Sharma,13,IT,Rural,7434159,0.065,0.62,56027,723,0,17807,0.318,0.453,18555647,1,1007153,10,1,737607,14.04
Kabir Kapoor,14,IT,Metro,26157318,0.025,0.553,79430,711,0,1102,0.014,0.779,46038330,1,4758523,7,0,0,
Suresh Jain,14,Trading,Urban,43929967,0.136,0.521,109138,778,0,25443,0.233,0.927,29222445,1,4520788,7,1,3675127,14.65
Sana Reddy,7,Service,Urban,37168047,0.215,0.648,68356,853,0,27218,0.398,0.956,26916597,1,11109818,2,0,0,
Ritika Jain,13,Manufacturing,Metro,35002279,0.149,0.324,56120,687,0,19209,0.342,0.619,13442676,1,10335455,1,1,7751942,14.36
Mohit Khan,6,Service,Metro,35272962,0.164,0.346,117029,638,0,24410,0.209,0.421,18422446,1,7491174,3,1,5575074,13.82
Vivek Sharma,11,Manufacturing,Metro,18294812,0.318,0.889,33800,715,0,860,0.025,0.809,44767304,1,4593892,5,1,3677253,14.42
Yash Verma,8,Service,Urban,15032796,0.135,0.957,15030,875,0,4998,0.333,0.326,33323152,1,3439129,4,1,2816709,12.79
Anjali Kapoor,13,Service,Rural,40563377,0.19,0.499,81000,672,0,19407,0.24,0.608,39369351,1,8043294,4,1,5800513,14.61
Sana Reddy,7,Manufacturing,Metro,40600613,0.279,0.417,57449,818,0,2641,0.046,0.423,22717271,1,2571521,7,1,2362371,12.08
Ritika Yadav,4,Retail,Rural,43420080,0.151,0.715,44469,821,0,1669,0.038,0.691,31512361,1,7107480,7,1,6533760,12.88
Meera Kapoor,12,Manufacturing,Urban,45705407,0.225,0.527,87709,687,0,31913,0.364,0.316,12419180,1,9995616,10,1,8256862,12.69
Amit Yadav,1,Trading,Rural,25811449,0.305,0.22,76095,754,0,20369,0.268,0.272,35273042,1,5662591,3,1,4334678,13.16
Aaditya Khan,14,MSME,Urban,25325057,0.333,0.325,55898,818,0,18542,0.332,0.926,21380067,1,3628591,5,1,2571606,15.69
Anjali Jain,4,Manufacturing,Urban,40015611,0.069,0.773,37992,697,1,13358,0.352,0.192,22127276,1,11421376,3,1,10405075,11.47
Meera Jain,7,MSME,Metro,32673215,0.326,0.727,91811,708,0,20998,0.229,0.555,32466116,1,3000684,3,1,2642998,12.86
Yash Khan,9,Service,Rural,35247360,0.182,0.222,86255,685,0,17853,0.207,0.299,46814031,1,6171455,3,1,4866293,13.01
Meera Reddy,8,Retail,Metro,39891737,0.105,0.378,67521,659,0,11625,0.172,0.135,3200317,1,8884727,3,1,7597301,11.85
Aaditya Jain,11,Manufacturing,Rural,44555264,0.172,0.385,116166,681,0,14727,0.127,0.132,41237162,1,9993031,4,1,8526481,11.86
Priya Patel,11,Service,Rural,17230760,0.343,0.738,43248,647,0,7518,0.174,0.258,14619156,1,3655674,7,1,2737738,13.28
Shruti Yadav,11,IT,Metro,19091356,0.183,0.216,31862,722,0,9863,0.31,0.88,22195973,1,2268474,2,0,0,
Meera Sharma,12,IT,Metro,5152106,0.128,0.283,52702,674,0,12689,0.241,0.354,1095666,1,458803,5,1,319047,14.11
Kunal Singh,8,Manufacturing,Urban,29124867,0.229,0.84,68860,734,0,24584,0.357,0.955,15052304,1,6086663,4,1,4764258,15.04
Neha Verma,12,Manufacturing,Metro,2279143,0.099,0.343,76083,627,0,13493,0.177,0.623,25131562,1,455431,3,0,0,
Vivek Patel,14,Service,Rural,23547102,0.045,0.722,63969,740,0,15534,0.243,0.493,2808804,1,2233184,4,1,1790477,13.46
Ritika Sharma,12,Retail,Metro,27360909,0.063,0.391,78801,770,0,19899,0.253,0.622,24554786,1,6191357,3,1,4775179,14.15
Kunal Khan,0,Retail,Metro,14683792,0.062,0.28,38712,600,0,9162,0.237,0.565,46355531,1,2405102,5,1,1670120,14.75
Sarthak Yadav,8,Retail,Rural,29746246,0.07,0.395,106094,742,0,29818,0.281,0.783,5269661,1,6453155,4,0,0,
Ritika Jain,6,Trading,Urban,2009762,0.066,0.778,67946,794,0,6453,0.095,0.354,38222036,1,521215,3,1,394532,13.49
Kabir Patel,8,MSME,Rural,2348735,0.231,0.885,97932,647,0,20071,0.205,0.418,20483553,1,217099,2,1,154280,14.15
Suresh Verma,7,Service,Metro,41218728,0.08,0.864,78568,820,0,3275,0.042,0.905,32758686,1,2258218,4,1,2063478,13.58
Vivek Reddy,0,MSME,Urban,18329437,0.134,0.518,81419,745,0,12523,0.154,0.952,13011830,1,4486600,10,1,3062197,16.03
Shruti Reddy,11,Retail,Urban,6789495,0.316,0.734,84244,678,0,16433,0.195,0.903,7974613,1,1374359,3,1,1040554,15.14
Shruti Khan,7,Service,Urban,26351041,0.176,0.364,81193,717,0,21182,0.261,0.478,8023131,1,5926610,5,1,4778648,13.37
Suresh Sharma,7,Retail,Urban,38614681,0.24,0.435,86068,753,0,32724,0.38,0.802,3524597,1,10022006,5,1,7800707,14.62
Sana Patel,14,Service,Urban,11183141,0.077,0.917,103229,725,1,24802,0.24,0.529,9282335,1,2803644,10,1,1983504,14.51
Vivek Gupta,10,MSME,Metro,31333079,0.083,0.21,74913,752,0,22282,0.297,0.548,33210969,1,9093801,7,1,6820732,14.14
Rahul Yadav,2,Service,Metro,4724700,0.033,0.268,87725,665,0,17765,0.203,0.284,44084531,1,869268,5,1,601736,13.93
Kunal Khan,0,Retail,Urban,3058245,0.076,0.366,67757,730,0,17186,0.254,0.632,40706284,1,526397,5,0,0,
Yash Singh,7,Service,Metro,26802054,0.112,0.221,106003,635,0,3008,0.028,0.268,34256715,1,4032953,7,0,0,
Amit Yadav,2,Manufacturing,Urban,27261439,0.078,0.345,53090,713,0,5402,0.102,0.398,5521593,1,2410532,4,1,1999310,12.9
Ritika Sharma,2,Trading,Metro,32052780,0.049,0.666,115024,666,0,16649,0.145,0.87,14459372,1,6191052,3,1,5045018,14.46
Kunal Jain,0,Service,Urban,36441521,0.06,0.537,68996,676,0,13040,0.189,0.286,15490344,1,4345765,1,1,3468333,12.88
Ravi Singh,10,Service,Urban,48804678,0.172,0.914,34231,794,0,625,0.018,0.164,12497847,1,13681263,7,0,0,
Rohan Patel,4,Service,Metro,26056867,0.088,0.854,73203,785,0,4100,0.056,0.162,25750283,1,5101875,7,1,4407111,11.85
Ritika Yadav,9,Service,Metro,16486345,0.14,0.473,52974,757,0,5866,0.111,0.947,26777691,1,3267759,2,0,0,
Ritika Gupta,6,Manufacturing,Metro,39861717,0.186,0.408,91016,654,0,35370,0.389,0.556,17844299,1,5530062,5,1,4407437,13.7
Ritika Kapoor,9,IT,Urban,13906196,0.248,0.504,53684,701,0,7115,0.133,0.468,17689458,1,876053,4,1,645375,14.04
Vivek Patel,8,Retail,Rural,22229085,0.033,0.672,58845,793,0,11346,0.193,0.83,41427780,1,1287863,2,1,1036388,14.44
Ritika Khan,11,IT,Metro,4383591,0.284,0.414,22761,729,0,1785,0.078,0.852,39464642,1,683112,10,0,0,
Ravi Khan,6,Trading,Urban,1754862,0.227,0.699,58692,859,0,14339,0.244,0.399,15389792,1,124843,3,0,0,
Sarthak Khan,8,Trading,Metro,48151097,0.047,0.528,15000,744,0,1684,0.112,0.724,45689422,1,9712642,2,1,8285091,13.64
Ritika Gupta,7,Service,Urban,41881016,0.308,0.642,30402,732,0,2517,0.083,0.794,47640751,1,11318062,5,1,9503446,13.99
Ravi Patel,11,Service,Rural,34950723,0.324,0.549,89010,701,0,18392,0.207,0.689,16337127,1,9462164,5,1,7487003,14.15
Anjali Reddy,1,Manufacturing,Metro,20743171,0.04,0.436,89645,728,0,197,0.002,0.236,17721247,1,4454831,1,1,3705614,12.39
Anjali Reddy,0,IT,Urban,9078069,0.111,0.959,80636,711,0,247,0.003,0.888,25281708,1,933298,5,1,711549,15.04
Meera Reddy,6,Retail,Metro,8243634,0.286,0.811,45826,762,1,4016,0.088,0.585,47056041,1,2190739,4,1,1715397,13.92
Yash Sharma,6,Service,Metro,12887023,0.267,0.312,68807,777,0,1011,0.015,0.354,43815972,1,3499128,2,0,0,
Rohan Reddy,13,Retail,Metro,27686720,0.081,0.895,69910,673,0,3021,0.043,0.483,5128398,1,2745509,3,1,2273130,13.17
Anjali Patel,7,Manufacturing,Metro,35872498,0.089,0.59,41041,640,0,5563,0.136,0.134,19636537,1,8406954,5,1,6691807,12.44
Meera Kapoor,4,Service,Urban,33179770,0.142,0.916,107585,610,0,34538,0.321,0.215,27668559,1,4035652,3,1,3431527,12.14
Sarthak Reddy,2,Manufacturing,Metro,14356728,0.18,0.84,91934,750,0,21036,0.229,0.789,25156624,1,3598659,10,1,2787157,14.62
Amit Gupta,11,IT,Urban,47765831,0.224,0.54,64476,654,0,13222,0.205,0.1,9693153,1,14296766,7,1,12592798,11.49
Amit Reddy,7,Retail,Metro,37025897,0.142,0.218,70672,591,0,8297,0.117,0.475,42940839,1,2129230,10,1,1600018,13.91
Suresh Verma,5,Manufacturing,Metro,27940526,0.173,0.415,75210,743,0,28031,0.373,0.57,33847039,1,7665245,3,1,6146542,13.69
Kiran Jain,10,Service,Urban,30780177,0.267,0.633,18957,870,0,3010,0.159,0.149,41895419,1,6330178,10,1,5340287,12.01
Anjali Patel,2,Manufacturing,Rural,21270203,0.032,0.707,63821,720,0,2223,0.035,0.976,42938214,1,6239522,4,1,5196944,14.6
Ritika Patel,0,Retail,Metro,12762684,0.103,0.406,52950,770,0,13069,0.247,0.304,37417793,1,2121827,3,1,1482037,13.93
Suresh Singh,2,IT,Rural,18120648,0.255,0.311,44959,725,0,2047,0.046,0.374,21960530,1,4744837,2,1,3670895,13.39
Sarthak Reddy,4,Manufacturing,Urban,38013382,0.315,0.868,62972,714,0,8696,0.138,0.374,30527338,1,2493621,2,1,2223026,12.21
Vivek Patel,14,Trading,Urban,1212478,0.189,0.988,114942,775,0,23329,0.203,0.307,8018270,1,162254,5,0,0,
Rahul Khan,13,Manufacturing,Urban,6245596,0.196,0.621,86021,703,0,30081,0.35,0.101,33682271,1,416919,4,0,0,
Meera Reddy,2,Retail,Metro,2777131,0.055,0.337,55721,736,0,11000,0.197,0.756,8962663,1,816020,3,1,588633,15.05
Anjali Verma,0,IT,Metro,2516076,0.168,0.418,84315,739,0,23684,0.281,0.97,34697480,1,639696,5,0,0,
Yash Gupta,4,Retail,Urban,42845299,0.196,0.215,104984,680,0,41692,0.397,0.302,11479908,1,11274177,3,1,9050773,12.88
Yash Verma,9,Manufacturing,Metro,35331064,0.1,0.931,93116,780,0,4897,0.053,0.697,5877565,1,10051381,5,0,0,
Ritika Patel,6,Retail,Rural,23971605,0.109,0.294,71491,710,0,7856,0.11,0.768,8264225,1,1708597,4,1,1221523,15.15
Suresh Patel,14,Retail,Metro,5342791,0.145,0.661,53827,675,0,8496,0.158,0.864,99607,0,782181,7,1,550120,15.56
Ravi Sharma,13,Trading,Metro,24834986,0.027,0.419,87456,752,0,14757,0.169,0.48,35936981,1,1682787,7,1,1286370,13.8
Shruti Verma,6,Retail,Urban,23936853,0.126,0.643,79837,666,0,13126,0.164,0.373,36620052,1,2458274,4,1,1869507,13.51
Rahul Khan,10,IT,Metro,9073493,0.09,0.721,92380,722,1,33538,0.363,0.393,25746667,1,973962,4,1,726781,13.72
Ritika Jain,8,Trading,Urban,21975657,0.128,0.864,85879,719,0,24528,0.286,0.741,8068140,1,3676018,4,1,3146193,13.66
Mohit Verma,14,Service,Urban,20225984,0.06,0.365,96239,785,0,23402,0.243,0.835,4177717,1,2369283,7,1,1623275,15.65
Sana Patel,14,MSME,Rural,30984580,0.314,0.209,56619,748,0,7007,0.124,0.263,956448,1,2331420,3,1,1771964,13.19
Sarthak Singh,9,Retail,Urban,31937136,0.216,0.31,102935,718,0,33919,0.33,0.434,8287409,1,2934153,3,1,2396333,13.13
Meera Khan,9,MSME,Urban,2742548,0.244,0.92,74940,769,0,28629,0.382,0.912,44542777,1,238105,2,1,187897,14.84
Shruti Kapoor,11,Manufacturing,Urban,19043324,0.28,0.899,121882,803,0,40036,0.328,0.826,12076842,1,5584820,4,0,0,
Vivek Gupta,12,IT,Rural,31480066,0.184,0.678,52770,753,1,33,0.001,0.986,17713566,1,7549648,4,1,5895330,15.15
Yash Gupta,2,Service,Metro,25405245,0.049,0.68,113399,721,0,28867,0.255,0.779,5267274,1,7416817,7,1,6274065,13.88
Sarthak Sharma,14,Retail,Metro,42896247,0.197,0.732,74948,641,0,1533,0.02,0.454,11118065,1,6860616,3,1,6275702,12.21
Meera Gupta,6,Service,Metro,33105335,0.214,0.34,53715,656,0,5535,0.103,0.632,25961229,1,3959137,4,1,3149243,13.94
Priya Yadav,0,IT,Metro,8565254,0.266,0.932,57903,702,0,1379,0.024,0.695,30387634,1,2137659,7,0,0,
Sarthak Yadav,3,Manufacturing,Urban,3993153,0.162,0.535,61991,683,0,14972,0.242,0.171,12267616,1,525353,7,1,383183,13.22
Ritika Gupta,12,Manufacturing,Urban,32299754,0.062,0.507,80604,709,1,22137,0.275,0.59,2886608,1,4032490,4,0,0,
Mohit Khan,3,IT,Urban,1812310,0.114,0.615,83071,723,0,3804,0.046,0.738,19551643,1,195959,4,1,144107,14.86
Rohan Kapoor,13,IT,Metro,29495891,0.14,0.238,55657,752,0,8545,0.154,0.251,11710169,1,2431044,3,1,2024810,12.42
Aaditya Gupta,4,MSME,Urban,47041397,0.233,0.333,69391,716,0,12663,0.182,0.803,10977696,1,5368165,10,1,4495547,14.03
Kiran Jain,6,IT,Metro,28985972,0.208,0.79,123557,749,0,18240,0.148,0.625,47993140,1,4024121,2,1,3216246,13.88
Neha Sharma,6,MSME,Urban,19714411,0.138,0.266,113189,724,0,5479,0.048,0.957,30815024,1,4307570,10,1,3299510,15.21
Neha Jain,12,IT,Urban,32342767,0.346,0.683,80908,601,0,13558,0.168,0.138,27843922,1,2123018,5,0,0,
Rahul Patel,14,Retail,Metro,23183518,0.22,0.396,70950,664,0,21318,0.3,0.339,20788755,1,2379249,4,0,0,
Kiran Singh,10,Manufacturing,Metro,27508031,0.098,0.511,73001,711,0,2073,0.028,0.641,21447217,1,6939063,1,1,5827726,13.52
Ravi Sharma,12,IT,Metro,47102508,0.054,0.431,85338,647,0,2737,0.032,0.367,27045250,1,4085223,4,1,3331585,12.95
Neha Khan,3,Service,Rural,19612081,0.07,0.485,44430,756,0,6305,0.142,0.743,34821490,1,2660600,4,1,2023013,14.63
Ravi Jain,12,Manufacturing,Rural,48078933,0.101,0.775,63566,812,0,23945,0.377,0.783,35107305,1,12796916,3,1,10930509,13.81
Ravi Gupta,6,Retail,Urban,45314857,0.073,0.438,28285,793,0,7564,0.267,0.192,8584695,1,4020847,5,1,3280242,12.42
Meera Jain,10,MSME,Metro,10191661,0.082,0.653,79981,707,0,21712,0.271,0.562,25005638,1,720389,10,1,542393,14.16
Vivek Singh,2,Service,Metro,3933384,0.114,0.581,86180,809,0,12476,0.145,0.558,20597905,1,673138,5,1,553487,13.45
Anjali Verma,5,Service,Urban,5488511,0.077,0.731,57920,729,0,13754,0.237,0.432,43526348,1,689384,5,0,0,
Neha Jain,11,Service,Urban,1401980,0.316,0.949,109350,700,0,443,0.004,0.94,31570946,1,267571,2,1,200785,15.32
Ritika Reddy,1,Retail,Metro,5174927,0.046,0.786,39356,683,0,10014,0.254,0.845,26625203,1,1298654,4,1,963924,15.11
Amit Gupta,9,Retail,Metro,34308835,0.193,0.372,33391,702,0,12198,0.365,0.727,5769732,1,2891793,2,1,2215592,14.52
Neha Patel,12,Retail,Urban,4023838,0.155,0.225,75611,697,0,18527,0.245,0.743,30281894,1,785352,5,1,517203,15.64
Kunal Kapoor,13,Manufacturing,Metro,16289294,0.344,0.41,96177,730,1,33612,0.349,0.516,5860195,1,2873060,10,1,1991562,14.62
Kabir Reddy,8,IT,Metro,42321328,0.057,0.676,112098,730,0,32462,0.29,0.929,16860329,1,3640468,5,1,3023162,14.48
Shruti Yadav,4,Service,Metro,1651961,0.151,0.241,58528,720,0,2822,0.048,0.725,7142098,1,340303,2,0,0,
Kunal Reddy,5,Trading,Urban,40816190,0.34,0.597,96967,746,0,35003,0.361,0.756,34603682,1,4833049,4,1,3629150,14.76
Meera Gupta,11,Trading,Rural,14451811,0.306,0.677,69037,791,0,1835,0.027,0.876,10312606,1,2485113,5,1,2023018,14.49
Ritika Verma,11,Retail,Rural,6349159,0.29,0.467,65684,777,0,14029,0.214,0.347,19592969,1,448048,4,1,344701,13.35
Amit Kapoor,11,IT,Urban,34988490,0.105,0.817,92091,631,0,5236,0.057,0.826,44783739,1,5769463,7,1,4771700,14.21
Mohit Patel,11,Service,Urban,31632671,0.076,0.285,86308,567,0,404,0.005,0.276,10215819,1,4005198,7,1,3137114,13
Kiran Yadav,3,Trading,Metro,43934865,0.241,0.26,30590,776,0,5164,0.169,0.411,25390253,1,11229545,5,1,9677789,12.61
Sarthak Gupta,13,Retail,Urban,36886017,0.327,0.783,106914,638,0,12618,0.118,0.402,20963583,1,2369730,4,1,2026731,12.65
Kabir Gupta,13,IT,Metro,40272306,0.204,0.596,104502,707,0,20315,0.194,0.981,906202,1,6228185,3,1,5204794,14.59
Ritika Khan,10,Service,Urban,14460711,0.209,0.751,54361,650,0,12551,0.231,0.871,39637906,1,2380347,2,0,0,
Yash Jain,9,Retail,Metro,9283257,0.112,0.548,79895,612,0,1398,0.017,0.731,3452295,1,2146767,4,0,0,
Meera Jain,6,Manufacturing,Metro,37655430,0.274,0.397,82351,752,0,4052,0.049,0.754,23712751,1,7289033,4,1,5991963,14.04
Rahul Verma,11,IT,Metro,40438320,0.082,0.855,76517,766,0,17098,0.223,0.606,28033915,1,8767152,5,1,7694558,13.04
Neha Yadav,8,IT,Metro,49530005,0.127,0.84,56242,685,0,7720,0.137,0.952,31421323,1,12098314,5,1,10044603,14.55
Amit Sharma,6,Retail,Metro,20924575,0.16,0.756,53209,565,0,15519,0.292,0.547,34431581,1,5556536,2,1,4259630,13.98
Amit Gupta,13,Service,Metro,18914895,0.188,0.418,69361,687,0,18097,0.261,0.442,12663619,1,2429975,4,0,0,
Mohit Khan,0,Retail,Rural,38932442,0.1,0.672,99318,744,0,33593,0.338,0.247,498939,0,7183257,3,1,5552350,13.01
Mohit Gupta,0,IT,Metro,17369775,0.058,0.489,83590,631,0,23154,0.277,0.808,36172183,1,4516611,3,0,0,
Meera Sharma,8,Manufacturing,Urban,46572488,0.222,0.273,60735,731,0,10445,0.172,0.761,26782830,1,13848925,7,1,10758900,14.51
Sana Yadav,10,Trading,Rural,42991431,0.115,0.934,89292,719,0,24036,0.269,0.446,41805885,1,11709999,1,1,11111048,11.85
Mohit Yadav,13,Retail,Rural,21735204,0.212,0.309,15000,755,0,1652,0.11,0.123,41069418,1,3105239,4,1,2566680,12.1
Ritika Singh,8,Retail,Urban,37668118,0.071,0.96,98719,727,0,12096,0.123,0.855,42166308,1,3721295,3,1,3423285,13.37
Kiran Patel,3,Manufacturing,Rural,37849872,0.179,0.557,26507,662,0,8365,0.316,0.11,24254733,1,6523355,7,1,5167412,12.41
Ravi Singh,12,Manufacturing,Metro,5604632,0.196,0.348,60939,792,1,10882,0.179,0.733,16681420,1,1319388,5,0,0,
Ritika Sharma,8,Service,Metro,45176369,0.037,0.634,42008,710,0,13415,0.319,0.973,39577910,1,7821939,3,1,6093290,15.13
Kunal Sharma,2,Retail,Metro,25509992,0.131,0.898,37633,718,0,12380,0.329,0.494,22564706,1,4356985,4,1,3479032,13.5
Rohan Gupta,6,Trading,Urban,41409645,0.064,0.786,99021,664,0,33967,0.343,0.311,9172110,1,10748188,5,0,0,
Rohan Patel,5,Manufacturing,Urban,16342455,0.041,0.845,58307,693,0,21379,0.367,0.734,42748701,1,2293679,10,0,0,
Neha Gupta,7,Retail,Metro,44828400,0.347,0.727,78663,667,0,13561,0.172,0.835,44127994,1,11877225,3,1,9845441,14.22
Kiran Patel,10,Retail,Metro,19765483,0.126,0.754,68827,710,0,8779,0.128,0.592,23315488,1,2998447,7,1,2480767,13.5
Ritika Khan,8,Manufacturing,Urban,1036464,0.287,0.879,81926,823,0,19079,0.233,0.97,3784986,1,136874,10,0,0,
Kabir Reddy,13,Manufacturing,Metro,45316408,0.104,0.4,71921,638,0,10678,0.148,0.147,19391304,1,7409118,10,1,6740878,11.34
Rahul Khan,4,Service,Urban,5018691,0.245,0.592,37925,623,0,9118,0.24,0.554,40176883,1,1207556,5,1,798938,15.05
Kabir Gupta,0,Service,Urban,16306025,0.271,0.377,94907,808,0,26786,0.282,0.747,45088701,1,1328949,5,1,1028340,14.5
Amit Sharma,2,Service,Urban,47528067,0.217,0.99,57656,707,0,15876,0.275,0.876,10173637,1,4710260,4,1,4292085,13.52
Kabir Singh,9,Service,Urban,47555054,0.176,0.955,31085,680,0,4657,0.15,0.261,3348681,1,13689255,7,1,12132206,11.92
Kabir Khan,11,Service,Rural,28885175,0.156,0.232,59297,782,1,3958,0.067,0.82,43867523,1,2711535,4,1,2160285,14.49
Suresh Singh,7,Manufacturing,Urban,31775942,0.135,0.764,107519,684,0,18516,0.172,0.597,19470247,1,6098815,5,1,5083342,13.46
Ritika Verma,14,Service,Urban,22698053,0.327,0.94,91256,830,0,5205,0.057,0.457,27088048,1,4422230,4,1,3795008,12.79
Rahul Patel,10,MSME,Urban,15013933,0.294,0.344,61284,761,0,21819,0.356,0.219,48403291,1,2588494,5,1,1861260,13.47
Priya Patel,5,Service,Metro,16768895,0.338,0.654,61269,691,0,8477,0.138,0.879,3328236,1,3541361,7,1,2587781,15.33
Sana Khan,7,IT,Metro,33789664,0.061,0.932,61959,849,0,3828,0.062,0.242,32415900,1,3630925,2,1,3541478,10.97
Suresh Patel,8,Retail,Metro,37742539,0.261,0.227,121919,684,0,1241,0.01,0.379,3705271,1,7101846,7,1,5715015,13.09
Yash Gupta,3,IT,Metro,39683163,0.33,0.758,79548,765,0,20550,0.258,0.361,18773446,1,5676411,4,1,5067463,12.16
Yash Jain,0,IT,Urban,39586098,0.08,0.438,80751,738,0,20572,0.255,0.884,40190727,1,8527511,7,1,6568982,14.95
Ravi Reddy,13,Service,Rural,5014702,0.042,0.94,95757,798,0,13046,0.136,0.705,21673612,1,427784,4,1,324967,14.52
Ritika Patel,0,MSME,Metro,24973805,0.265,0.977,75970,814,0,2179,0.029,0.817,49859118,1,4812936,4,1,4266677,13.59
Vivek Sharma,9,Manufacturing,Metro,3349159,0.21,0.955,63524,722,0,10409,0.164,0.325,27952964,1,322583,10,1,240129,13.53
Shruti Singh,3,Manufacturing,Rural,27701680,0.298,0.579,65091,675,0,8103,0.124,0.662,16058108,1,3314804,3,0,0,
Meera Singh,11,IT,Metro,22355760,0.066,0.89,68210,748,0,18475,0.271,0.615,11005566,1,2340144,7,1,1904490,13.71
Meera Sharma,13,Trading,Urban,44441357,0.282,0.876,69069,679,0,16736,0.242,0.85,17526027,1,4253458,4,1,3641259,13.99
Rohan Singh,6,Manufacturing,Urban,17870293,0.087,0.455,88191,841,0,12862,0.146,0.915,18626664,1,4582439,4,0,0,
Rohan Verma,1,Retail,Urban,6294817,0.074,0.863,71299,728,0,6214,0.087,0.111,3435684,1,764360,3,1,623418,12.18
Sarthak Gupta,2,Manufacturing,Metro,7578088,0.074,0.23,88316,698,0,34904,0.395,0.707,18478710,1,2135361,5,1,1458378,15.29
Meera Khan,0,Retail,Metro,38194776,0.289,0.677,67982,731,1,12346,0.182,0.147,23211926,1,11171270,3,1,9941880,11.54
Vivek Sharma,4,IT,Metro,31101794,0.24,0.384,71966,639,0,19813,0.275,0.594,36136888,1,5996896,1,1,4366380,14.5
Kiran Khan,0,Service,Urban,5505572,0.193,0.296,20045,662,0,1127,0.056,0.359,32836474,1,472104,3,0,0,
Suresh Reddy,7,Retail,Urban,4663287,0.138,0.262,92908,792,0,18046,0.194,0.376,35438283,1,669821,1,1,502222,13.63
Rahul Khan,0,Retail,Metro,35197972,0.309,0.757,78662,681,0,866,0.011,0.418,418184,0,8779538,10,1,7237898,13.01
Vivek Reddy,10,Manufacturing,Urban,4101769,0.15,0.472,94950,657,0,19197,0.202,0.659,10883370,1,581826,10,1,379092,15.46
Anjali Patel,0,Retail,Rural,41182073,0.289,0.78,15000,752,0,5784,0.386,0.401,33084214,1,2954991,4,1,2572210,12.5
Rohan Jain,1,Service,Metro,35458990,0.165,0.252,122209,791,0,18781,0.154,0.759,24199468,1,6708707,5,1,4877764,15.01
Kiran Jain,1,MSME,Urban,4526765,0.144,0.452,66510,763,0,1037,0.016,0.464,265674,0,1182754,3,1,807439,14.57
Amit Jain,11,Trading,Urban,4699467,0.173,0.632,97705,780,0,1210,0.012,0.162,40224732,1,1170081,5,1,985448,12.06
Kunal Khan,5,Manufacturing,Metro,49338659,0.119,0.833,44002,675,0,6829,0.155,0.805,38640479,1,4627018,7,1,3903786,13.98
Anjali Verma,6,Trading,Metro,19026404,0.267,0.455,85319,635,0,5461,0.064,0.357,27420958,1,4151393,10,1,3059623,13.7
Rahul Kapoor,4,IT,Urban,18846786,0.186,0.701,43665,810,0,408,0.009,0.489,3323166,1,1981288,4,1,1676106,13.01
Mohit Patel,0,IT,Rural,40733579,0.097,0.909,54406,701,1,16457,0.302,0.717,38325752,1,4258772,7,1,3433236,14.09
Sana Reddy,0,Service,Rural,47388805,0.317,0.693,117851,705,0,21615,0.183,0.399,29185679,1,12724744,3,1,10921429,12.61
Ravi Reddy,2,Retail,Urban,49307053,0.147,0.386,65233,800,1,7547,0.116,0.151,39097999,1,5542963,10,1,5011049,11.41
Anjali Singh,13,Retail,Urban,37792220,0.199,0.22,75436,753,0,27159,0.36,0.437,37587350,1,4376786,1,1,3343006,13.67
Meera Sharma,1,Manufacturing,Metro,19124849,0.319,0.896,91752,747,0,4262,0.046,0.95,40150104,1,959366,5,1,764250,14.88
Kunal Singh,4,Retail,Urban,4633285,0.226,0.217,82392,850,0,31504,0.382,0.678,25900403,1,1240179,5,1,877225,14.96
Neha Yadav,11,Retail,Urban,38968772,0.059,0.9,73760,681,0,9263,0.126,0.704,7016226,1,9670050,5,1,8425341,13.4
Rohan Singh,9,Service,Metro,28141010,0.33,0.623,79124,776,0,28118,0.355,0.669,33557874,1,5820468,2,1,4662769,14
Aaditya Kapoor,5,IT,Urban,21498989,0.227,0.951,130085,723,0,31374,0.241,0.279,31023689,1,5107438,10,0,0,
Suresh Sharma,6,Service,Urban,45364542,0.131,0.839,68560,736,0,22672,0.331,0.477,37112659,1,3992631,3,1,3545284,12.55
